DescriptorUI	DescriptorName	TreeNumbers
D001988	Bronchiolitis	C01.748.099.135|C08.127.446.135|C08.381.495.146.135|C08.730.099.135
D001989	Bronchiolitis Obliterans	C08.127.446.135.140|C08.381.495.146.135.140
D001990	Bronchiolitis, Viral	C01.748.099.135.321|C01.925.109|C08.127.446.135.321|C08.381.495.146.135.321|C08.730.099.135.321
D001991	Bronchitis	C01.748.099|C08.127.446|C08.381.495.146|C08.730.099
D001994	Bronchogenic Cyst	C04.182.195|C08.127.480|C08.695.195|C16.131.740.195
D001996	Bronchopneumonia	C01.748.610.127|C08.127.509|C08.381.677.127|C08.730.610.127
D001997	Bronchopulmonary Dysplasia	C08.381.520.750.500|C16.614.521.125
D001998	Bronchopulmonary Sequestration	C08.695.214|C16.131.740.214
D002006	Brucellosis	C01.150.252.400.167
D002007	Brucellosis, Bovine	C01.150.252.400.167.322|C22.021.322|C22.196.148
D002012	Bruxism	C07.793.099|F01.145.466.132|F01.470.315.500
D002032	Bulimia	C23.888.821.645.500
D002037	Bundle-Branch Block	C14.280.067.558.323|C14.280.123.500.323|C23.550.073.425.100
D002044	Bunyaviridae Infections	C01.925.782.147
D002051	Burkitt Lymphoma	C01.925.256.466.313.165|C01.925.928.313.165|C04.557.386.480.150.165|C15.604.515.569.480.150.165|C20.683.515.761.480.150.165
D002054	Burning Mouth Syndrome	C07.465.114
D002055	Burnout, Professional	C24.580.500|F01.145.126.990.367.500|F02.830.900.333.500
D002056	Burns	C26.200
D002057	Burns, Chemical	C26.200.156
D002058	Burns, Electric	C26.200.239|C26.324.323
D002059	Burns, Inhalation	C26.200.322
D002062	Bursitis	C05.550.251
D002095	Byssinosis	C08.381.483.581.275|C08.381.520.702.275|C24.800.323
D002100	Cachexia	C23.888.144.243.963.250|C23.888.144.828.250
D002102	Cadaver	C23.550.260.224
D002105	Cadmium Poisoning	C25.723.522.625
D002114	Calcinosis	C18.452.174.130
D002115	Calciphylaxis	C18.452.174.130.186
D002128	Calcium Metabolism Disorders	C18.452.174
D002137	Calculi	C23.300.175
D002145	Callosities	C17.800.428.200
D002169	Campylobacter Infections	C01.150.252.400.177
D002177	Candidiasis	C01.150.703.160
D002178	Candidiasis, Chronic Mucocutaneous	C01.150.703.160.088|C01.150.703.302.100|C01.800.200.100|C17.800.838.208.165|C23.550.291.500.250
D002179	Candidiasis, Cutaneous	C01.150.703.160.132|C01.150.703.302.105|C01.800.200.105|C17.800.838.208.170
D002180	Candidiasis, Oral	C01.150.703.160.180|C07.465.130
D002181	Candidiasis, Vulvovaginal	C01.150.703.160.190|C12.050.351.500.894.906.820.500|C12.050.351.500.944.902.737.500|C12.100.250.894.906.820.500|C12.100.250.944.902.737.500
D002189	Marijuana Abuse	C25.775.635|F03.900.635
D002205	Caplan Syndrome	C05.550.114.154.219|C05.799.114.219|C08.381.483.581.300|C08.381.520.702.300|C17.300.775.099.219|C24.800.340
D002239	Carbohydrate Metabolism, Inborn Errors	C16.320.565.202|C18.452.648.202
D002249	Carbon Monoxide Poisoning	C25.723.455.245
D002252	Carbon Tetrachloride Poisoning	C25.723.177
D002270	Carbuncle	C01.150.252.410.868.951.270.200|C01.150.252.819.770.270.200|C01.800.720.770.270.200|C17.800.838.765.770.270.200
D002275	Carcinoid Heart Disease	C04.557.465.625.650.200.500.205|C04.557.470.200.025.200.500.205|C04.557.580.625.650.200.500.205|C14.280.104
D002276	Carcinoid Tumor	C04.557.465.625.650.200|C04.557.470.200.025.200|C04.557.580.625.650.200
D002277	Carcinoma	C04.557.470.200
D002278	Carcinoma in Situ	C04.557.470.200.240
D002279	Carcinoma 256, Walker	C04.557.435.290.210|C04.557.450.795.290.210|C04.619.045
D002280	Carcinoma, Basal Cell	C04.557.470.200.165|C04.557.470.565.165
D002281	Carcinoma, Basosquamous	C04.557.470.200.170|C04.557.470.565.170
D002282	Adenocarcinoma, Bronchiolo-Alveolar	C04.557.470.200.025.022.500|C04.588.894.797.520.055.500
D002283	Carcinoma, Bronchogenic	C04.588.894.797.520.109.220|C08.381.540.140|C08.785.520.100.220
D002284	Carcinoma, Brown-Pearce	C04.619.124
D002285	Carcinoma, Intraductal, Noninfiltrating	C04.557.470.200.025.275|C04.557.470.200.240.187.250|C04.557.470.615.275
D002286	Carcinoma, Ehrlich Tumor	C04.557.470.200.200|C04.619.169
D002287	Carcinoma, Krebs 2	C04.557.470.200.255|C04.619.214
D002288	Adenocarcinoma, Mucinous	C04.557.470.200.025.075|C04.557.470.590.075
D002289	Carcinoma, Non-Small-Cell Lung	C04.588.894.797.520.109.220.249|C08.381.540.140.500|C08.785.520.100.220.500
D002291	Carcinoma, Papillary	C04.557.470.200.360|C04.557.470.700.360
D002292	Carcinoma, Renal Cell	C04.557.470.200.025.390|C04.588.945.947.535.160|C12.050.351.937.820.535.160|C12.050.351.968.419.473.160|C12.200.758.820.750.160|C12.200.777.419.473.160|C12.900.820.535.160|C12.950.419.473.160|C12.950.983.535.160
D002293	Adenocarcinoma, Scirrhous	C04.557.470.200.025.095
D002294	Carcinoma, Squamous Cell	C04.557.470.200.400|C04.557.470.700.400
D002295	Carcinoma, Transitional Cell	C04.557.470.200.430
D002296	Carcinosarcoma	C04.557.435.290|C04.557.450.795.290
D002303	Cardiac Output, Low	C14.280.148|C23.888.192
D002305	Cardiac Tamponade	C14.280.155
D002310	Cardiomyopathy, Alcoholic	C14.280.238.057|C25.775.100.087.250
D002311	Cardiomyopathy, Dilated	C14.280.195.160|C14.280.238.070|C16.320.488.750
D002312	Cardiomyopathy, Hypertrophic	C14.280.238.100|C14.280.484.048.750.070.160
D002313	Cardiomyopathy, Restrictive	C14.280.238.160
D002318	Cardiovascular Diseases	C14
D002340	Carotid Artery Diseases	C10.228.140.300.200|C14.907.253.123
D002341	Carotid Artery Thrombosis	C10.228.140.300.200.355|C14.907.253.123.355|C14.907.253.566.206|C14.907.355.590.213.206
D002345	Carotid Body Tumor	C04.557.465.625.650.700.705.220|C04.557.580.625.650.700.705.220
D002349	Carpal Tunnel Syndrome	C10.668.829.500.500.200|C10.668.829.550.200|C26.844.150.206
D002357	Cartilage Diseases	C05.182|C17.300.182
D002371	Cat Diseases	C22.180
D002372	Cat-Scratch Disease	C01.150.252.400.126.100.150|C15.604.315.249
D002375	Catalepsy	C10.597.350.200|C23.888.592.350.200
D002385	Cataplexy	C10.886.425.800.200.750.500|F03.870.400.800.200.750.500
D002386	Cataract	C11.510.245
D002388	Catastrophic Illness	C23.550.291.250
D002389	Catatonia	C10.597.606.115|C23.888.592.604.115|F01.145.126.156|F01.700.165
D002418	Cattle Diseases	C22.196
D002422	Causalgia	C10.177.195.200|C10.668.829.250.200|C10.668.829.600.200
D002429	Cecal Diseases	C06.405.469.110
D002430	Cecal Neoplasms	C04.588.274.476.411.184|C06.301.371.411.184|C06.405.249.411.184|C06.405.469.110.417|C06.405.469.491.184
D002446	Celiac Disease	C06.405.469.637.250|C18.452.603.250
D002471	Cell Transformation, Neoplastic	C04.697.098.500|C23.550.727.098.500
D002472	Cell Transformation, Viral	C04.697.098.500.160|C23.550.727.098.500.160|G06.920.143
D002481	Cellulitis	C01.800.130|C01.830.200|C17.300.185|C23.550.470.756.200
D002485	Cementoma	C04.557.695.210
D002493	Central Nervous System Diseases	C10.228
D002494	Central Nervous System Infections	C01.207|C10.228.228
D002524	Cerebellar Ataxia	C10.228.140.252.190|C10.597.350.090.500|C23.888.592.350.090.200
D002526	Cerebellar Diseases	C10.228.140.252
D002527	Myoclonic Cerebellar Dyssynergia	C10.228.140.252.700.250|C10.228.854.787.500|C10.574.500.825.250|C16.320.400.780.500
D002528	Cerebellar Neoplasms	C04.588.614.250.195.411.211|C10.228.140.211.500.200|C10.228.140.252.200|C10.551.240.250.400.300
D002532	Intracranial Aneurysm	C10.228.140.300.510.600|C14.907.055.635|C14.907.253.560.300
D002534	Hypoxia, Brain	C10.228.140.624|C23.888.852.079.797
D002537	Intracranial Arteriosclerosis	C10.228.140.300.510.800|C14.907.137.126.372|C14.907.253.560.350
D002538	Intracranial Arteriovenous Malformations	C10.228.140.300.520|C10.500.190.500|C14.240.850.750.295|C14.240.850.875.500|C14.907.150.295|C14.907.253.560.400|C16.131.240.850.750.295|C16.131.240.850.875.500|C16.131.666.190.500
D002539	Cerebral Arterial Diseases	C10.228.140.300.510.200|C14.907.253.560.200
D002542	Intracranial Embolism and Thrombosis	C10.228.140.300.525|C14.907.253.566|C14.907.355.590.213
D002543	Cerebral Hemorrhage	C10.228.140.300.535.200|C14.907.253.573.200|C23.550.414.913.100
D002544	Cerebral Infarction	C10.228.140.300.150.477.200|C10.228.140.300.775.200.200|C14.907.253.092.477.200|C14.907.253.855.200.200|C23.550.513.355.250.200|C23.550.717.489.250.200
D002545	Brain Ischemia	C10.228.140.300.150|C14.907.253.092
D002546	Ischemic Attack, Transient	C10.228.140.300.150.836|C14.907.253.092.836
D002547	Cerebral Palsy	C10.228.140.140.254
D002549	Diffuse Cerebral Sclerosis of Schilder	C10.114.375.112|C10.228.140.400|C10.228.140.695.562.112|C10.314.350.112|C20.111.258.250.175
D002551	Cerebral Ventricle Neoplasms	C04.588.614.250.195.205|C10.228.140.211.280|C10.551.240.250.200
D002558	Cerebrospinal Fluid Otorrhea	C10.597.114.500|C10.900.300.109.500|C23.888.592.114.249|C26.915.300.225.500
D002559	Cerebrospinal Fluid Rhinorrhea	C10.597.114.750|C10.900.300.109.750|C23.888.592.114.624|C23.888.852.834.500|C26.915.300.225.750
D002561	Cerebrovascular Disorders	C10.228.140.300|C14.907.253
D002573	Cervical Rib Syndrome	C10.668.829.550.850.200|C14.907.863.200|C16.131.621.174
D002575	Uterine Cervicitis	C12.050.351.500.852.593.150|C12.100.250.852.593.150
D002577	Uterine Cervical Diseases	C12.050.351.500.852.593|C12.100.250.852.593
D002578	Uterine Cervical Dysplasia	C04.834.818|C12.050.351.500.852.593.074|C12.100.250.852.593.074
D002579	Uterine Cervical Erosion	C12.050.351.500.852.593.112|C12.100.250.852.593.112
D002581	Uterine Cervical Incompetence	C12.050.351.500.852.593.120|C12.050.703.039.089.339|C12.100.250.852.593.120
D002583	Uterine Cervical Neoplasms	C04.588.945.418.948.850|C12.050.351.500.852.593.131|C12.050.351.500.852.762.850|C12.050.351.937.418.875.850|C12.100.250.852.593.131|C12.100.250.852.762.850|C12.900.418.875.850
D002590	Cestode Infections	C01.610.335.190
D002598	Chagas Cardiomyopathy	C01.610.752.300.900.200.190|C01.920.625.190|C14.280.238.190
D002601	Chancre	C01.150.252.400.794.840.500.500|C01.150.252.400.840.500.500
D002602	Chancroid	C01.150.252.400.700.433.308|C01.150.252.734.201|C01.221.812.281.201|C01.778.281.201|C12.100.937.281.201
D002607	Charcot-Marie-Tooth Disease	C10.500.300.200|C10.574.500.495.200|C10.668.829.800.300.200|C16.131.666.300.200|C16.320.400.375.200
D002609	Chediak-Higashi Syndrome	C11.270.040.772|C15.378.553.774.257|C16.320.798.375|C20.673.774.257|C20.673.795.375
D002613	Cheilitis	C07.465.409.215
D002636	Cherubism	C05.116.099.708.375.199|C05.500.174|C07.320.173|C16.131.621.207.540.170|C16.320.170
D002637	Chest Pain	C23.888.592.612.233
D002639	Cheyne-Stokes Respiration	C08.618.182|C23.888.852.227
D002640	Chiari-Frommel Syndrome	C12.050.703.844.506.389.500|C17.800.090.937.439.500
D002644	Chickenpox	C01.925.256.466.930.250
D002647	Chilblains	C26.212.500.217|C26.417.217
D002690	Chlamydia Infections	C01.150.252.400.210.125|C01.150.252.734.301|C01.221.812.281.301|C01.778.281.301|C12.100.937.281.301
D002694	Chlamydiaceae Infections	C01.150.252.400.210
D002754	Choanal Atresia	C08.460.171|C08.695.271|C09.603.171|C16.131.740.271
D002759	Adenoma, Bile Duct	C04.557.470.035.085
D002761	Cholangitis	C06.130.120.200
D002764	Cholecystitis	C06.130.564.263
D002769	Cholelithiasis	C06.130.409
D002771	Cholera	C01.150.252.400.959.347
D002779	Cholestasis	C06.130.120.135
D002780	Cholestasis, Intrahepatic	C06.130.120.135.250|C06.552.150
D002781	Cholesteatoma	C17.800.428.260
D002796	Choline Deficiency	C18.654.521.500.133.699.160
D002804	Chondroblastoma	C04.557.450.565.250
D002805	Chondrocalcinosis	C05.550.114.264|C05.550.354.125
D002806	Chondrodysplasia Punctata	C05.116.099.708.195
D002812	Chondroma	C04.557.450.565.265
D002813	Chondrosarcoma	C04.557.450.565.280|C04.557.450.795.300
D002817	Chordoma	C04.557.465.220
D002819	Chorea	C10.228.662.262.249|C10.597.350.250|C23.888.592.350.250
D002820	Hydatidiform Mole, Invasive	C04.557.465.955.416.812.500|C04.850.908.416.750.500|C12.050.703.720.949.416.875.500
D002821	Chorioamnionitis	C12.050.703.277.030|C12.050.703.420.339.260|C12.050.703.590.268|C16.300.030
D002822	Choriocarcinoma	C04.557.465.955.207|C04.557.470.200.025.455|C04.850.908.208|C12.050.703.720.949.208
D002825	Chorioretinitis	C11.768.773.348|C11.941.160.478.400|C11.941.879.780.900.300.318
D002828	Choristoma	C23.300.250
D002830	Choroid Neoplasms	C04.588.364.978.223|C11.319.494.198|C11.941.160.238|C11.941.855.198
D002832	Choroid Hemorrhage	C11.290.195|C11.941.160.177|C23.550.414.756.300
D002833	Choroiditis	C11.941.160.478|C11.941.879.780.900.300
D002836	Hemophilia B	C15.378.100.100.510|C15.378.100.141.510|C15.378.463.510|C16.320.099.510|C16.320.322.235
D002862	Chromoblastomycosis	C01.150.703.302.110|C01.800.200.110|C17.800.838.208.241
D002869	Chromosome Aberrations	C23.550.210|G05.365.590.175
D002872	Chromosome Deletion	C23.550.210.050.500.500|G05.365.590.029.530.175|G05.365.590.175.050.500.500|G05.365.590.762.180|G05.558.800.180|G05.700.131.500.500
D002873	Chromosome Fragility	C23.550.210.110.180|C23.550.362.180.180|G05.365.590.175.165.180|G05.370.180.180
D002908	Chronic Disease	C23.550.291.500
D002915	Chylous Ascites	C06.844.200
D002916	Chylothorax	C08.528.142
D002921	Cicatrix	A10.165.450.300|C23.550.355.274|G16.762.891.249
D002925	Ciliary Motility Disorders	C08.200|C09.150|C16.131.077.245.500|C16.320.184.500
D002971	Cleft Lip	C07.465.409.225|C07.465.525.164|C07.650.525.164|C16.131.850.525.164
D002972	Cleft Palate	C05.500.460.185|C05.660.207.540.460.185|C07.320.440.185|C07.465.525.185|C07.650.500.460.185|C07.650.525.185|C16.131.621.207.540.460.185|C16.131.850.500.460.185|C16.131.850.525.185
D002973	Cleidocranial Dysplasia	C05.116.099.708.207|C05.660.207.207|C16.131.621.207.207
D003003	Clonorchiasis	C01.610.335.865.148
D003015	Clostridium Infections	C01.150.252.410.222
D003025	Clubfoot	C05.330.488.655.063|C05.330.495.681.063|C05.660.585.512.380.813.063|C16.131.621.585.512.500.681.063
D003027	Cluster Headache	C10.228.140.546.399.937.500
D003043	Cocarcinogenesis	C04.697.098.875|C23.550.727.098.750
D003047	Coccidioidomycosis	C01.150.703.203
D003048	Coccidiosis	C01.610.752.250
D003057	Cockayne Syndrome	C05.116.099.343.250|C10.574.500.362|C16.131.077.250|C16.320.240.562|C16.320.400.200|C18.452.284.250
D003074	Solitary Pulmonary Nodule	C08.381.884
D003085	Colic	C16.614.166
D003092	Colitis	C06.405.205.265|C06.405.469.158.188
D003093	Colitis, Ulcerative	C06.405.205.265.231|C06.405.205.731.249|C06.405.469.158.188.231|C06.405.469.432.249
D003095	Collagen Diseases	C17.300.200
D003100	Colles' Fracture	C05.550.518.336.500|C26.289.336.500|C26.404.562.356
D003103	Coloboma	C11.250.110|C11.270.147|C16.131.384.282
D003108	Colonic Diseases	C06.405.469.158
D003109	Colonic Diseases, Functional	C06.405.469.158.272
D003110	Colonic Neoplasms	C04.588.274.476.411.307.180|C06.301.371.411.307.180|C06.405.249.411.307.180|C06.405.469.158.356.180|C06.405.469.491.307.180
D003111	Colonic Polyps	C23.300.825.411.235
D003112	Colonic Pseudo-Obstruction	C06.405.469.158.272.217|C06.405.469.531.492.500.217
D003117	Color Vision Defects	C10.597.751.941.256|C11.270.151.500|C11.966.256|C23.888.592.763.941.256
D003121	Colorado Tick Fever	C01.920.930.200|C01.925.081.234|C01.925.782.791.482
D003123	Colorectal Neoplasms, Hereditary Nonpolyposis	C04.588.274.476.411.307.190|C04.700.250|C06.301.371.411.307.190|C06.405.249.411.307.190|C06.405.469.158.356.190|C06.405.469.491.307.190|C16.320.700.250|C18.452.284.255
D003128	Coma	C10.597.606.358.800.200|C23.888.592.604.359.800.200
D003137	Common Bile Duct Diseases	C06.130.120.250
D003138	Common Bile Duct Neoplasms	C04.588.274.120.250.250|C06.130.120.120.280|C06.130.120.250.280|C06.130.320.120.280|C06.301.120.250.250
D003139	Common Cold	C01.748.162|C01.925.782.687.207|C08.730.162
D003141	Communicable Diseases	C01.221|C23.550.291.531
D003147	Communication Disorders	C10.597.606.150|C23.888.592.604.150|F03.625.374
D003161	Compartment Syndromes	C05.651.180|C14.907.303
D003218	Condylomata Acuminata	C01.221.812.640.700.500|C01.925.256.650.405|C01.925.813.220|C01.925.813.700.500|C01.925.825.810.110|C01.925.928.725.500|C01.925.928.914.217|C12.100.937.640.700.500|C17.800.838.790.810.110|C23.550.291.531.937.640.500.500
D003221	Confusion	C10.597.606.337|C23.888.592.604.339|F01.700.250
D003229	Conjunctival Diseases	C11.187
D003230	Conjunctival Neoplasms	C04.588.364.235|C11.187.169|C11.319.217
D003231	Conjunctivitis	C11.187.183
D003232	Conjunctivitis, Acute Hemorrhagic	C01.375.725.250.250|C01.925.325.250.250|C01.925.782.687.359.201|C11.187.183.240.216|C11.294.800.250.250
D003233	Conjunctivitis, Allergic	C11.187.183.200|C20.543.480.200
D003234	Conjunctivitis, Bacterial	C01.150.252.289.225|C01.375.354.220|C11.187.183.220|C11.294.354.220
D003235	Conjunctivitis, Inclusion	C01.150.252.289.225.250|C01.150.252.400.210.125.245|C01.375.354.220.250|C11.187.183.220.250|C11.294.354.220.250
D003236	Conjunctivitis, Viral	C01.375.725.250|C01.925.325.250|C11.187.183.240|C11.294.800.250
D003240	Connective Tissue Diseases	C17.300
D003244	Consciousness Disorders	C10.597.606.358|C23.888.592.604.359|F01.700.315|F03.615.300
D003248	Constipation	C23.888.821.150
D003251	Constriction, Pathologic	C23.300.287
D003286	Contracture	C05.550.323|C05.651.197
D003288	Contusions	C26.974.250
D003289	Convalescence	C23.550.291.562
D003294	Seizures, Febrile	C10.597.742.571|C23.888.592.742.571
D003310	Cor Triatriatum	C14.240.400.200|C14.280.400.200|C16.131.240.400.200
D003316	Corneal Diseases	C11.204
D003317	Corneal Dystrophies, Hereditary	C11.204.236|C11.270.162|C16.320.290.162
D003318	Corneal Opacity	C11.204.299
D003320	Corneal Ulcer	C01.375.177|C11.204.564.225|C11.294.177
D003323	Coronary Aneurysm	C14.280.647.250.250|C14.907.055.395|C14.907.585.250.250
D003324	Coronary Artery Disease	C14.280.647.250.260|C14.907.137.126.339|C14.907.585.250.260
D003327	Coronary Disease	C14.280.647.250|C14.907.585.250
D003328	Coronary Thrombosis	C14.280.647.250.290|C14.907.355.830.220|C14.907.585.250.290
D003329	Coronary Vasospasm	C14.280.647.250.295|C14.907.585.250.295
D003330	Coronary Vessel Anomalies	C14.240.400.210|C14.280.400.210|C16.131.240.400.210
D003333	Coronaviridae Infections	C01.925.782.600.550
D003354	Corynebacterium Infections	C01.150.252.410.040.246
D003371	Cough	C08.618.248|C23.888.852.293
D003384	Coxsackievirus Infections	C01.925.782.687.359.213
D003387	Cracked Tooth Syndrome	C07.793.850.750.300|C26.900.750.300
D003389	Cranial Nerve Diseases	C10.292
D003390	Cranial Nerve Neoplasms	C04.588.614.300|C04.588.614.596.240|C10.292.225|C10.551.360|C10.551.775.250
D003394	Craniofacial Dysostosis	C05.116.099.370.231|C05.660.207.231|C16.131.621.207.231
D003397	Craniopharyngioma	C04.557.465.625.200|C04.557.580.625.200
D003398	Craniosynostoses	C05.116.099.370.894.232|C05.660.207.240|C05.660.906.364|C16.131.621.207.240|C16.131.621.906.364
D003409	Congenital Hypothyroidism	C05.116.099.343.347|C05.116.132.256|C16.320.240.625|C19.297.155|C19.874.482.281
D003410	Cri-du-Chat Syndrome	C10.597.606.360.180|C16.131.077.262|C16.131.260.190|C16.320.180.190
D003414	Crigler-Najjar Syndrome	C16.320.565.300.281|C18.452.648.300.281
D003420	Crisscross Heart	C14.240.400.220|C14.280.400.220|C16.131.240.400.220
D003424	Crohn Disease	C06.405.205.731.500|C06.405.469.432.500
D003428	Cross Infection	C01.248|C23.550.291.875.500
D003440	Croup	C08.360.535.365|C09.400.535.365
D003444	Crush Syndrome	C26.257.500|C26.797.240
D003449	Cryoglobulinemia	C14.907.454.140|C15.378.147.780.243|C15.378.463.515.140|C17.800.862.201|C20.683.780.250
D003453	Cryptococcosis	C01.150.703.248
